singleTurnPosition,internalSingleTurnPosition,normalizedExternalMultiTurnSyncBits,normalizedInternalMultiTurnSyncBits,externalMultiTurnPosition,multiTurnPosition
111190,111190,14,1,5,2
111735,111735,14,1,5,2
112300,112300,14,1,5,2
112850,112850,14,1,5,2
113409,113409,14,1,5,2
113970,113970,14,1,5,2
114507,114507,14,1,5,2
115053,115053,14,1,5,2
115609,115609,14,1,5,2
116174,116174,14,1,5,2
116724,116724,14,1,5,2
117291,117291,14,1,5,2
117845,117845,14,1,5,2
118386,118386,14,1,5,2
118944,118944,14,1,5,2
119489,119489,14,1,5,2
120041,120041,14,1,5,2
120602,120602,14,1,5,2
121162,121162,14,1,5,2
121719,121719,14,1,5,2
122268,122268,14,1,5,2
122815,122815,14,1,5,2
123370,123370,14,1,5,2
123919,123919,14,1,5,2
124473,124473,14,1,5,2
125034,125034,14,1,5,2
125592,125592,14,1,5,2
126150,126150,14,1,5,2
126686,126686,14,1,5,2
127237,127237,14,1,5,2
127788,127788,14,1,5,2
128344,128344,14,1,5,2
128900,128900,14,1,5,2
129456,129456,14,1,5,2
130020,130020,14,1,5,2
130563,130563,14,1,5,2
131115,131115,14,1,5,2
131672,131672,14,1,5,2
132220,132220,14,1,5,2
132785,132785,14,1,5,2
133352,133352,14,1,5,2
133914,133914,14,1,5,2
134475,134475,14,1,5,2
135025,135025,14,1,5,2
135573,135573,12,3,5,2
136140,136140,12,3,5,2
136710,136710,12,3,5,2
137263,137263,12,3,5,2
137835,137835,12,3,5,2
138398,138398,12,3,5,2
138955,138955,12,3,5,2
139506,139506,12,3,5,2
140078,140078,12,3,5,2
140637,140637,12,3,5,2
141205,141205,12,3,5,2
141772,141772,12,3,5,2
142334,142334,12,3,5,2
142895,142895,12,3,5,2
143436,143436,12,3,5,2
144000,144000,12,3,5,2
144559,144559,12,3,5,2
145132,145132,12,3,5,2
145695,145695,12,3,5,2
146257,146257,12,3,5,2
146819,146819,12,3,5,2
147354,147354,12,3,5,2
147901,147901,12,3,5,2
148461,148461,12,3,5,2
149018,149018,12,3,5,2
149573,149573,12,3,5,2
150123,150123,12,3,5,2
150680,150680,12,3,5,2
151227,151227,12,3,5,2
151760,151760,12,3,5,2
152307,152307,12,3,5,2
152864,152864,12,3,5,2
153420,153420,12,3,5,2
153959,153959,12,3,5,2
154496,154496,12,3,5,2
155041,155041,12,3,5,2
155574,155574,12,3,5,2
156115,156115,12,3,5,2
156653,156653,12,3,5,2
157198,157198,12,3,5,2
157735,157735,12,3,5,2
158281,158281,12,3,5,2
158814,158814,12,3,5,2
159340,159340,12,3,5,2
159868,159868,12,3,5,2
160410,160410,12,3,5,2
160936,160936,12,3,5,2
161483,161483,12,3,5,2
162016,162016,12,3,5,2
162558,162558,12,3,5,2
163094,163094,12,3,5,2
163606,163606,12,3,5,2
164146,164146,12,3,5,2
164680,164680,12,3,5,2
165233,165233,12,3,5,2
165773,165773,12,3,5,2
166316,166316,12,3,5,2
166857,166857,12,3,5,2
167398,167398,12,3,5,2
167925,167925,12,3,5,2
168467,168467,10,5,5,2
169017,169017,10,5,5,2
169563,169563,10,5,5,2
170124,170124,10,5,5,2
170667,170667,10,5,5,2
171217,171217,10,5,5,2
171751,171751,10,5,5,2
172301,172301,10,5,5,2
172841,172841,10,5,5,2
173401,173401,10,5,5,2
173955,173955,10,5,5,2
174516,174516,10,5,5,2
175065,175065,10,5,5,2
175617,175617,10,5,5,2
176159,176159,10,5,5,2
176717,176717,10,5,5,2
177274,177274,10,5,5,2
177842,177842,10,5,5,2
178398,178398,10,5,5,2
178960,178960,10,5,5,2
179514,179514,10,5,5,2
180066,180066,10,5,5,2
180634,180634,10,5,5,2
181173,181173,10,5,5,2
181733,181733,10,5,5,2
182310,182310,10,5,5,2
182860,182860,10,5,5,2
183431,183431,10,5,5,2
183974,183974,10,5,5,2
184535,184535,10,5,5,2
185080,185080,10,5,5,2
185649,185649,10,5,5,2
186203,186203,10,5,5,2
186764,186764,10,5,5,2
187327,187327,10,5,5,2
187884,187884,10,5,5,2
188416,188416,10,5,5,2
188963,188963,10,5,5,2
189520,189520,10,5,5,2
190073,190073,10,5,5,2
190619,190619,10,5,5,2
191159,191159,10,5,5,2
191704,191704,10,5,5,2
192235,192235,10,5,5,2
192770,192770,10,5,5,2
193316,193316,10,5,5,2
193854,193854,10,5,5,2
194381,194381,10,5,5,2
194919,194919,10,5,5,2
195450,195450,10,5,5,2
195975,195975,10,5,5,2
196502,196502,10,5,5,2
197020,197020,10,5,5,2
197553,197553,10,5,5,2
198077,198077,10,5,5,2
198603,198603,10,5,5,2
199127,199127,10,5,5,2
199650,199650,10,5,5,2
200168,200168,10,5,5,2
200679,200679,10,5,5,2
201185,201185,8,7,5,2
201706,201706,8,7,5,2
202217,202217,8,7,5,2
202735,202735,8,7,5,2
203239,203239,8,7,5,2
203757,203757,8,7,5,2
204261,204261,8,7,5,2
204756,204756,8,7,5,2
205260,205260,8,7,5,2
205759,205759,8,7,5,2
206265,206265,8,7,5,2
206764,206764,8,7,5,2
207270,207270,8,7,5,2
207765,207765,8,7,5,2
208257,208257,8,7,5,2
208746,208746,8,7,5,2
209231,209231,8,7,5,2
209712,209712,8,7,5,2
210220,210220,8,7,5,2
210713,210713,8,7,5,2
211204,211204,8,7,5,2
211688,211688,8,7,5,2
212187,212187,8,7,5,2
212667,212667,8,7,5,2
213150,213150,8,7,5,2
213628,213628,8,7,5,2
214114,214114,8,7,5,2
214600,214600,8,7,5,2
215098,215098,8,7,5,2
215579,215579,8,7,5,2
216067,216067,8,7,5,2
216534,216534,8,7,5,2
217015,217015,8,7,5,2
217482,217482,8,7,5,2
217965,217965,8,7,5,2
218457,218457,8,7,5,2
218947,218947,8,7,5,2
219430,219430,8,7,5,2
219910,219910,8,7,5,2
220393,220393,8,7,5,2
220875,220875,8,7,5,2
221346,221346,8,7,5,2
221832,221832,8,7,5,2
222314,222314,8,7,5,2
222797,222797,8,7,5,2
223286,223286,8,7,5,2
223768,223768,8,7,5,2
224251,224251,8,7,5,2
224739,224739,8,7,5,2
225200,225200,8,7,5,2
225680,225680,8,7,5,2
226177,226177,8,7,5,2
226658,226658,8,7,5,2
227149,227149,8,7,5,2
227632,227632,8,7,5,2
228129,228129,8,7,5,2
228608,228608,8,7,5,2
229086,229086,8,7,5,2
229569,229569,8,7,5,2
230065,230065,8,7,5,2
230535,230535,8,7,5,2
231036,231036,8,7,5,2
231520,231520,8,7,5,2
232009,232009,8,7,5,2
232491,232491,8,7,5,2
232980,232980,8,7,5,2
233457,233457,8,7,5,2
233952,233952,6,9,5,2
234444,234444,6,9,5,2
234926,234926,6,9,5,2
235428,235428,6,9,5,2
235926,235926,6,9,5,2
236415,236415,6,9,5,2
236909,236909,6,9,5,2
237382,237382,6,9,5,2
237872,237872,6,9,5,2
238361,238361,6,9,5,2
238853,238853,6,9,5,2
239341,239341,6,9,5,2
239834,239834,6,9,5,2
240331,240331,6,9,5,2
240809,240809,6,9,5,2
241293,241293,6,9,5,2
241776,241776,6,9,5,2
242256,242256,6,9,5,2
242737,242737,6,9,5,2
243230,243230,6,9,5,2
243724,243724,6,9,5,2
244216,244216,6,9,5,2
244702,244702,6,9,5,2
245193,245193,6,9,5,2
245657,245657,6,9,5,2
246137,246137,6,9,5,2
246624,246624,6,9,5,2
247119,247119,6,9,5,2
247606,247606,6,9,5,2
248097,248097,6,9,5,2
248581,248581,6,9,5,2
249066,249066,6,9,5,2
249544,249544,6,9,5,2
250026,250026,6,9,5,2
250508,250508,6,9,5,2
250992,250992,6,9,5,2
251483,251483,6,9,5,2
251969,251969,6,9,5,2
252451,252451,6,9,5,2
252947,252947,6,9,5,2
253416,253416,6,9,5,2
253897,253897,6,9,5,2
254384,254384,6,9,5,2
254861,254861,6,9,5,2
255342,255342,6,9,5,2
255839,255839,6,9,5,2
256333,256333,6,9,5,2
256824,256824,6,9,5,2
257290,257290,6,9,5,2
257769,257769,6,9,5,2
258243,258243,6,9,5,2
258722,258722,6,9,5,2
259216,259216,6,9,5,2
259689,259689,6,9,5,2
260179,260179,6,9,5,2
260654,260654,6,9,5,2
261143,261143,6,9,5,2
261620,261620,6,9,5,2
262095,262095,6,9,5,2
432,432,6,9,5,2
909,909,6,9,5,2
1400,1400,6,9,5,2
1885,1885,6,9,5,2
2376,2376,6,9,5,2
2866,2866,6,9,5,2
3339,3339,6,9,5,2
3812,3812,6,9,5,2
4289,4289,6,9,5,2
4771,4771,4,11,5,2
5262,5262,4,11,5,2
5748,5748,4,11,5,2
6226,6226,4,11,5,2
6708,6708,4,11,5,2
7203,7203,4,11,5,2
7677,7677,4,11,5,2
8143,8143,4,11,5,2
8626,8626,4,11,5,2
9100,9100,4,11,5,2
9587,9587,4,11,5,2
10077,10077,4,11,5,2
10558,10558,4,11,5,2
11041,11041,4,11,5,2
11520,11520,4,11,5,2
11984,11984,4,11,5,2
12455,12455,4,11,5,2
12940,12940,4,11,5,2
13421,13421,4,11,5,2
13901,13901,4,11,5,2
14381,14381,4,11,5,2
14865,14865,4,11,5,2
15350,15350,4,11,5,2
15838,15838,4,11,5,2
16292,16292,4,11,5,2
16776,16776,4,11,5,2
17261,17261,4,11,5,2
17739,17739,4,11,5,2
18242,18242,4,11,5,2
18713,18713,4,11,5,2
19211,19211,4,11,5,2
19686,19686,4,11,5,2
20159,20159,4,11,5,2
20637,20637,4,11,5,2
21128,21128,4,11,5,2
21613,21613,4,11,5,2
22101,22101,4,11,5,2
22597,22597,4,11,5,2
23096,23096,4,11,5,2
23581,23581,4,11,5,2
24087,24087,4,11,5,2
24564,24564,4,11,5,2
25065,25065,4,11,5,2
25564,25564,4,11,5,2
26071,26071,4,11,5,2
26581,26581,4,11,5,2
27093,27093,4,11,5,2
27597,27597,4,11,5,2
28120,28120,4,11,5,2
28619,28619,4,11,5,2
29120,29120,4,11,5,2
29633,29633,4,11,5,2
30158,30158,4,11,5,2
30673,30673,4,11,5,2
31201,31201,4,11,5,2
31729,31729,4,11,5,2
32251,32251,4,11,5,2
32773,32773,4,11,5,2
33312,33312,4,11,5,2
33837,33837,4,11,5,2
34383,34383,4,11,5,2
34927,34927,4,11,5,2
35471,35471,4,11,5,2
36012,36012,4,11,5,2
36545,36545,4,11,5,2
37075,37075,4,11,5,2
37615,37615,2,13,5,2
38158,38158,2,13,5,2
38717,38717,2,13,5,2
39277,39277,2,13,5,2
39822,39822,2,13,5,2
40373,40373,2,13,5,2
40916,40916,2,13,5,2
41458,41458,2,13,5,2
42013,42013,2,13,5,2
42584,42584,2,13,5,2
43139,43139,2,13,5,2
43694,43694,2,13,5,2
44249,44249,2,13,5,2
44791,44791,2,13,5,2
45334,45334,2,13,5,2
45886,45886,2,13,5,2
46436,46436,2,13,5,2
46995,46995,2,13,5,2
47547,47547,2,13,5,2
48102,48102,2,13,5,2
48662,48662,2,13,5,2
49200,49200,2,13,5,2
49746,49746,2,13,5,2
50306,50306,2,13,5,2
50852,50852,2,13,5,2
51410,51410,2,13,5,2
51963,51963,2,13,5,2
52507,52507,2,13,5,2
53043,53043,2,13,5,2
53572,53572,2,13,5,2
54120,54120,2,13,5,2
54665,54665,2,13,5,2
55211,55211,2,13,5,2
55763,55763,2,13,5,2
56304,56304,2,13,5,2
56846,56846,2,13,5,2
57384,57384,2,13,5,2
57923,57923,2,13,5,2
58463,58463,2,13,5,2
59009,59009,2,13,5,2
59554,59554,2,13,5,2
60100,60100,2,13,5,2
60644,60644,2,13,5,2
61163,61163,2,13,5,2
61694,61694,2,13,5,2
62236,62236,2,13,5,2
62781,62781,2,13,5,2
63323,63323,2,13,5,2
63868,63868,2,13,5,2
64409,64409,2,13,5,2
64949,64949,2,13,5,2
65493,65493,2,13,5,2
66022,66022,2,13,5,2
66573,66573,2,13,5,2
67121,67121,2,13,5,2
67670,67670,2,13,5,2
68222,68222,2,13,5,2
68769,68769,2,13,5,2
69318,69318,2,13,5,2
69846,69846,2,13,5,2
70389,70389,0,15,5,2
70947,70947,0,15,5,2
71499,71499,0,15,5,2
72054,72054,0,15,5,2
72610,72610,0,15,5,2
73174,73174,0,15,5,2
73709,73709,0,15,5,2
74261,74261,0,15,5,2
74821,74821,0,15,5,2
75382,75382,0,15,5,2
75945,75945,0,15,5,2
76512,76512,0,15,5,2
77065,77065,0,15,5,2
77620,77620,0,15,5,2
78165,78165,0,15,5,2
78717,78717,0,15,5,2
79273,79273,0,15,5,2
79848,79848,0,15,5,2
80411,80411,0,15,5,2
80966,80966,0,15,5,2
81532,81532,0,15,5,2
82085,82085,0,15,5,2
82647,82647,0,15,5,2
83215,83215,0,15,5,2
83786,83786,0,15,5,2
84354,84354,0,15,5,2
84925,84925,0,15,5,2
85482,85482,0,15,5,2
86030,86030,0,15,5,2
86599,86599,0,15,5,2
87154,87154,0,15,5,2
87723,87723,0,15,5,2
88305,88305,0,15,5,2
88865,88865,0,15,5,2
89425,89425,0,15,5,2
89987,89987,0,15,5,2
90549,90549,0,15,5,2
91121,91121,0,15,5,2
91685,91685,0,15,5,2
92269,92269,0,15,5,2
92841,92841,0,15,5,2
93397,93397,0,15,5,2
93958,93958,0,15,5,2
94515,94515,0,15,5,2
95075,95075,0,15,5,2
95653,95653,0,15,5,2
96229,96229,0,15,5,2
96803,96803,0,15,5,2
97366,97366,0,15,5,2
97940,97940,0,15,5,2
98505,98505,0,15,5,2
99079,99079,0,15,5,2
99650,99650,0,15,5,2
100224,100224,0,15,5,2
100779,100779,0,15,5,2
101360,101360,0,15,5,2
101924,101924,0,15,5,2
102462,102462,0,15,5,2
103029,103029,14,1,4,3
103587,103587,14,1,4,3
104151,104151,14,1,4,3
104715,104715,14,1,4,3
105277,105277,14,1,4,3
105835,105835,14,1,4,3
106389,106389,14,1,4,3
106950,106950,14,1,4,3
107502,107502,14,1,4,3
108059,108059,14,1,4,3
108621,108621,14,1,4,3
109184,109184,14,1,4,3
109738,109738,14,1,4,3
110272,110272,14,1,4,3
110819,110819,14,1,4,3
111364,111364,14,1,4,3
111908,111908,14,1,4,3
112462,112462,14,1,4,3
112999,112999,14,1,4,3
113537,113537,14,1,4,3
114068,114068,14,1,4,3
114604,114604,14,1,4,3
115128,115128,14,1,4,3
115662,115662,14,1,4,3
116196,116196,14,1,4,3
116727,116727,14,1,4,3
117251,117251,14,1,4,3
117782,117782,14,1,4,3
118288,118288,14,1,4,3
118794,118794,14,1,4,3
119304,119304,14,1,4,3
119828,119828,14,1,4,3
120344,120344,14,1,4,3
120860,120860,14,1,4,3
121354,121354,14,1,4,3
121867,121867,14,1,4,3
122376,122376,14,1,4,3
122869,122869,14,1,4,3
123370,123370,14,1,4,3
123877,123877,14,1,4,3
124368,124368,14,1,4,3
124873,124873,14,1,4,3
125372,125372,14,1,4,3
125860,125860,14,1,4,3
126346,126346,14,1,4,3
126825,126825,14,1,4,3
127312,127312,14,1,4,3
127798,127798,14,1,4,3
128283,128283,14,1,4,3
128773,128773,14,1,4,3
129262,129262,14,1,4,3
129744,129744,14,1,4,3
130233,130233,14,1,4,3
130711,130711,14,1,4,3
131192,131192,14,1,4,3
131661,131661,14,1,4,3
132144,132144,14,1,4,3
132628,132628,14,1,4,3
133106,133106,14,1,4,3
133578,133578,14,1,4,3
134054,134054,14,1,4,3
134534,134534,14,1,4,3
134994,134994,14,1,4,3
135462,135462,12,3,4,3
135929,135929,12,3,4,3
136403,136403,12,3,4,3
136879,136879,12,3,4,3
137354,137354,12,3,4,3
137832,137832,12,3,4,3
138297,138297,12,3,4,3
138768,138768,12,3,4,3
139234,139234,12,3,4,3
139695,139695,12,3,4,3
140173,140173,12,3,4,3
140648,140648,12,3,4,3
141119,141119,12,3,4,3
141611,141611,12,3,4,3
142073,142073,12,3,4,3
142557,142557,12,3,4,3
143029,143029,12,3,4,3
143487,143487,12,3,4,3
143955,143955,12,3,4,3
144432,144432,12,3,4,3
144912,144912,12,3,4,3
145390,145390,12,3,4,3
145875,145875,12,3,4,3
146352,146352,12,3,4,3
146830,146830,12,3,4,3
147302,147302,12,3,4,3
147777,147777,12,3,4,3
148271,148271,12,3,4,3
148747,148747,12,3,4,3
149231,149231,12,3,4,3
149733,149733,12,3,4,3
150217,150217,12,3,4,3
150709,150709,12,3,4,3
151183,151183,12,3,4,3
151656,151656,12,3,4,3
152145,152145,12,3,4,3
152626,152626,12,3,4,3
153126,153126,12,3,4,3
153607,153607,12,3,4,3
154099,154099,12,3,4,3
154586,154586,12,3,4,3
155075,155075,12,3,4,3
155562,155562,12,3,4,3
156052,156052,12,3,4,3
156537,156537,12,3,4,3
157043,157043,12,3,4,3
157540,157540,12,3,4,3
158037,158037,12,3,4,3
158532,158532,12,3,4,3
159035,159035,12,3,4,3
159517,159517,12,3,4,3
160000,160000,12,3,4,3
160490,160490,12,3,4,3
160980,160980,12,3,4,3
161481,161481,12,3,4,3
161982,161982,12,3,4,3
162478,162478,12,3,4,3
162968,162968,12,3,4,3
163460,163460,12,3,4,3
163935,163935,12,3,4,3
164427,164427,12,3,4,3
164920,164920,12,3,4,3
165416,165416,12,3,4,3
165920,165920,12,3,4,3
166405,166405,12,3,4,3
166902,166902,12,3,4,3
167391,167391,12,3,4,3
167863,167863,12,3,4,3
168352,168352,10,5,4,3
168836,168836,10,5,4,3
169320,169320,10,5,4,3
169807,169807,10,5,4,3
170290,170290,10,5,4,3
170776,170776,10,5,4,3
171265,171265,10,5,4,3
171731,171731,10,5,4,3
172205,172205,10,5,4,3
172683,172683,10,5,4,3
173162,173162,10,5,4,3
173654,173654,10,5,4,3
174127,174127,10,5,4,3
174603,174603,10,5,4,3
175076,175076,10,5,4,3
175548,175548,10,5,4,3
176015,176015,10,5,4,3
176475,176475,10,5,4,3
176939,176939,10,5,4,3
177408,177408,10,5,4,3
177885,177885,10,5,4,3
178367,178367,10,5,4,3
178841,178841,10,5,4,3
179301,179301,10,5,4,3
179775,179775,10,5,4,3
180230,180230,10,5,4,3
180692,180692,10,5,4,3
181167,181167,10,5,4,3
181651,181651,10,5,4,3
182113,182113,10,5,4,3
182604,182604,10,5,4,3
183073,183073,10,5,4,3
183537,183537,10,5,4,3
184011,184011,10,5,4,3
184476,184476,10,5,4,3
184943,184943,10,5,4,3
185420,185420,10,5,4,3
185886,185886,10,5,4,3
186371,186371,10,5,4,3
186858,186858,10,5,4,3
187328,187328,10,5,4,3
187800,187800,10,5,4,3
188275,188275,10,5,4,3
188763,188763,10,5,4,3
189253,189253,10,5,4,3
189736,189736,10,5,4,3
190228,190228,10,5,4,3
190724,190724,10,5,4,3
191215,191215,10,5,4,3
191702,191702,10,5,4,3
192197,192197,10,5,4,3
192683,192683,10,5,4,3
193171,193171,10,5,4,3
193675,193675,10,5,4,3
194183,194183,10,5,4,3
194693,194693,10,5,4,3
195188,195188,10,5,4,3
195690,195690,10,5,4,3
196214,196214,10,5,4,3
196711,196711,10,5,4,3
197211,197211,10,5,4,3
197715,197715,10,5,4,3
198245,198245,10,5,4,3
